activity_id,id,name,category,sector,source,source_link,source_dataset,uncertainty,year,year_released,region,region_name,description,unit_type,unit,source_lca_activity,data_quality_flags,access_type,supported_calculation_methods,factor,factor_calculation_method,factor_calculation_origin,constituent_gases.co2e_total,constituent_gases.co2e_other,constituent_gases.co2,constituent_gases.ch4,constituent_gases.n2o
building_materials-type_road_surface_asphalt_4.5_percent_binder_content,d9e1fe58-b7a5-4aef-adb4-a9f04e988ec1,Road surface - asphalt - 4.5% binder content,Building Materials,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of road surface - asphalt - 4.5% binder content. Surface or binder course at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site distance 30.2 miles [Ref: Mineral Products Association Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL report PRP575 (V4) Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt M Wayman et al. 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume 2012. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],63.547,ar4,source,63.547,,,,
building_materials-type_road_surface_asphalt_4_percent_binder_content,6b3242e7-9f23-4903-b7dc-aac1e1fb658b,Road surface - asphalt - 4% binder content,Building Materials,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of road surface - asphalt - 4% binder content. Surface or binder course at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site distance 30.2 miles [Ref: Mineral Products Association Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL report PRP575 (V4) Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt M Wayman et al. 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume 2012. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],62.503,ar4,source,62.503,,,,
building_materials-type_road_surface_asphalt_5.5_percent_binder_content,e262aab7-5ee0-4b7c-a5da-25af144eb878,Road surface - asphalt - 5.5% binder content,Building Materials,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of road surface - asphalt - 5.5% binder content. Surface or binder course at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site distance 30.2 miles [Ref: Mineral Products Association Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL report PRP575 (V4) Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt M Wayman et al. 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume 2012. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],65.636,ar4,source,65.636,,,,
building_materials-type_road_surface_asphalt_5_percent_binder_content,ea47e856-971c-4dc7-99e2-18354a81b5e2,Road surface - asphalt - 5% binder content,Building Materials,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of road surface - asphalt - 5% binder content. Surface or binder course at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site distance 30.2 miles [Ref: Mineral Products Association Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL report PRP575 (V4) Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt M Wayman et al. 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume 2012. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],64.592,ar4,source,64.592,,,,
building_materials-type_road_surface_asphalt_6.5_percent_binder_content,091076bf-641e-42e3-9507-2dfe7c9d441f,Road surface - asphalt - 6.5% binder content,Building Materials,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of road surface - asphalt - 6.5% binder content. Surface or binder course at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site distance 30.2 miles [Ref: Mineral Products Association Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL report PRP575 (V4) Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt M Wayman et al. 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume 2012. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],67.725,ar4,source,67.725,,,,
building_materials-type_road_surface_asphalt_6_percent_binder_content,ab4af47c-006d-4a0d-8630-f38137a09dbb,Road surface - - asphalt - 6% binder content,Building Materials,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of road surface - - asphalt - 6% binder content. Surface or binder course at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site distance 30.2 miles [Ref: Mineral Products Association Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL report PRP575 (V4) Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt M Wayman et al. 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume 2012. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],66.681,ar4,source,66.681,,,,
building_materials-type_road_surface_asphalt_7_percent_binder_content,7ec2c0e8-b8ba-4307-9951-9b784b9fabee,Road surface - asphalt - 7% binder content,Building Materials,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of road surface - asphalt - 7% binder content. Surface or binder course at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site distance 30.2 miles [Ref: Mineral Products Association Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL report PRP575 (V4) Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt M Wayman et al. 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume 2012. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],68.77,ar4,source,68.77,,,,
metals-type_aluminium_cast_worldwide,3b69e0b3-c423-4af8-90f2-449144dfbf18,Aluminium cast - Worldwide,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of aluminium cast - Worldwide. This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe North America and worldwide aluminium. Modelled at worldwide average scrap input of 31% to avoid market distortions. Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83% based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],1.319,ar4,source,1.319,,,,
metals-type_aluminium_extruded_profile_worldwide,87cf58ce-4d55-47f1-a8b7-223d01cb0706,Aluminium extruded profile - Worldwide,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of aluminium extruded profile - Worldwide. This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe North America and worldwide aluminium. Modelled at worldwide average scrap input of 31% to avoid market distortions. Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83% based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],1.464,ar4,source,1.464,,,,
metals-type_aluminium_foil_worldwide,f9e37466-9525-4e49-9bdb-b227059095e4,Aluminium foil - Worldwide,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of aluminium foil - Worldwide. This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe North America and worldwide aluminium. Modelled at worldwide average scrap input of 31% to avoid market distortions. Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83% based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],1.721,ar4,source,1.721,,,,
metals-type_aluminium_general_worldwide,05a615c7-ec65-4a37-8a61-66773268de48,Aluminium General - Worldwide,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of aluminium General - Worldwide. This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe North America and worldwide aluminium. Modelled at worldwide average scrap input of 31% to avoid market distortions. Modelled with 25.6% extrusions 55.7% rolled and 18.7% castings. Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83% based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],2.176,ar4,source,2.176,,,,
metals-type_aluminium_sheet_worldwide,a8e2a63c-0631-41f0-ba20-49f7d344aa2f,Aluminium sheet - Worldwide,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of aluminium sheet - Worldwide. This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe North America and worldwide aluminium. Modelled at worldwide average scrap input of 31% to avoid market distortions. Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83% based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],1.851,ar4,source,1.851,,,,
metals-type_steel_hot_rolled_coil,7be5b466-e559-49a1-b9e2-48b0b0ba4943,Steel - Hot Rolled Coil,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of steel - Hot Rolled Coil. Steel coil rolled on a hot-strip mill. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. The various types of hot rolled steel have applications in virtually all sectors of industry: transport construction shipbuilding gas containers pressure vessels energy pipelines etc. Hot rolled steel sheet with an anti-slip surface and a diamond or teardrop pattern are typically used for stairs industrial floors and tailboards for goods vehicles. Typical thickness between 2 - 7 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.21 kg CO2e per kg ('-' magnitude is a benefit '+' magnitude a burden). This gives a net life cycle inc Mod D of 1.07 kg CO2e per kg. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],2.28,ar4,source,2.28,,,,
metals-type_steel_organic_coated_sheet,b534bc15-12dd-4fe6-bc0e-8a3e06540fbf,Steel - Organic coated sheet,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of steel - Organic coated sheet. Obtained by coating a steel substrate with organic layers such as paint or laminated film. The substrate is mainly hot dip galvanized coil but may also be electrogalvanized coil finished cold rolled coil or tin-free steel. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. Organic coated Steel is use in all activity sectors like construction (roof wall and ceiling claddings lighting radiators etc) general industry (e.g. office furniture heating ventilating air conditioning) domestic appliances (refrigerators washing machines small kitchen appliances computer casings VCR & DVD casings etc) and packaging. Typical thickness between 0.15 - 1.5 mm. Typical width between 600 - 1300 mm. System expansion was used on the steel e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.27 kg CO2e per kg ('-' magnitude is a benefit '+' magnitude a burden). This gives a net life cycle inc Mod D of 1.79 kg CO2e per kg. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],3.06,ar4,source,3.06,,,,
metals-type_steel_pickled_hot_rolled_coil,f37c62c1-ae74-4f4e-92e1-4cf7c2019892,Steel - pickled hot-rolled coil,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of steel - pickled hot-rolled coil. Hot rolled steel from which the iron oxides present at the surface have been removed in a pickling process. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. The various types of pickled hot rolled steel have applications in virtually all sectors of industry: transport construction shipbuilding gas containers pressure vessels energy pipelines etc. Typical thickness between 2 - 7 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.26 kg CO2e per kg ('-' magnitude is a benefit '+' magnitude a burden). This gives a net life cycle inc Mod D of 1.16 kg CO2e per kg. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],2.42,ar4,source,2.42,,,,
metals-type_steel_rebar,5cd03b14-6840-47e2-af28-4f363a4a856d,Steel - Rebar,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of steel - Rebar. A steel reinforcing bar is rolled on a hot rolling mill. It can be found on the market for direct use or is further processed into finished products by the manufacturers. This product is used to strengthen concrete in highway and building construction also as primary product for the wire rod process. System expansion was used on the steel e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -0.79 kg CO2e per kg ('-' magnitude is a benefit '+' magnitude a burden). This gives a net life cycle inc Mod D of 1.2 kg CO2e per kg. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],1.99,ar4,source,1.99,,,,
metals-type_steel_section,ffad6f53-a7c1-40ff-9cd1-8e3bd824f4c2,Steel - Section,Metals,Materials and Manufacturing,Circular Ecology,https://circularecology.com/embodied-carbon-footprint-database.html,ICE Database v3,,2019,2019,GLOBAL,Global,Emission intensity of steel - Section. A steel section rolled on a hot rolling mill. Steel Sections include I-beams H-beams wide-flange beams and sheet piling. It can be found on the market for direct use. This product is used in construction multi-story buildings industrial buildings bridge trusses vertical highway supports and riverbank reinforcement. System expansion was used on the steel e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -0.34 kg CO2e per kg ('-' magnitude is a benefit '+' magnitude a burden). This gives a net life cycle inc Mod D of 1.21 kg CO2e per kg. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Weight,kg/kg,cradle_to_gate,['notable_methodological_variance'],public,['ar4'],1.55,ar4,source,1.55,,,,
construction-type_construction_work,5f49100e-d6a8-4ee9-8bae-0292d20e8ae8,Construction work,Construction,Buildings and Infrastructure,EXIOBASE,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao,EXIOBASE 3,,2019,2021,AU,Australia,Emission intensity of supply chain in EUR spend on: construction work. Retrieved from the EXIOBASE v3.8.2 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,Money,kg/eur,unknown,[],public,"['ar4', 'ar5']",0.4949,ar5,source,0.4949,,,,
building_materials-type_bricks_tiles_construction_products_in_baked_clay,e06934f9-ffc0-4e4e-bc42-9c24ea1ccf7d,Bricks/tiles and construction products in baked clay,Building Materials,Materials and Manufacturing,EXIOBASE,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao,EXIOBASE 3,,2019,2021,AU,Australia,Emission intensity of supply chain in EUR spend on: bricks/tiles and construction products in baked clay. Retrieved from the EXIOBASE v3.8.2 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,Money,kg/eur,unknown,[],public,"['ar4', 'ar5']",1.0248,ar5,source,1.0248,,,,
construction-type_construction_work,da3fcdd7-5344-4180-a05f-9549f2fee08f,Construction work,Construction,Buildings and Infrastructure,EXIOBASE,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao,EXIOBASE 3,,2019,2021,MX,Mexico,Emission intensity of supply chain in EUR spend on: construction work. Retrieved from the EXIOBASE v3.8.2 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,Money,kg/eur,unknown,[],public,"['ar4', 'ar5']",0.4571,ar5,source,0.4571,,,,
building_materials-type_bricks_tiles_construction_products_in_baked_clay,9e682209-98e4-4610-b7c5-d5d68178b059,Bricks/tiles and construction products in baked clay,Building Materials,Materials and Manufacturing,EXIOBASE,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao,EXIOBASE 3,,2019,2021,MX,Mexico,Emission intensity of supply chain in EUR spend on: bricks/tiles and construction products in baked clay. Retrieved from the EXIOBASE v3.8.2 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,Money,kg/eur,unknown,[],public,"['ar4', 'ar5']",6.4519,ar5,source,6.4519,,,,
construction-type_construction_work,f8dee4de-9f97-4e51-bb70-daf06e6ea440,Construction work,Construction,Buildings and Infrastructure,EXIOBASE,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao,EXIOBASE 3,,2019,2021,JP,Japan,Emission intensity of supply chain in EUR spend on: construction work. Retrieved from the EXIOBASE v3.8.2 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,Money,kg/eur,unknown,[],public,"['ar4', 'ar5']",0.4024,ar5,source,0.4024,,,,
building_materials-type_bricks_tiles_construction_products_in_baked_clay,3d4dc7b0-952c-4810-991b-a65fca1083c7,Bricks/tiles and construction products in baked clay,Building Materials,Materials and Manufacturing,EXIOBASE,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao,EXIOBASE 3,,2019,2021,JP,Japan,Emission intensity of supply chain in EUR spend on: bricks/tiles and construction products in baked clay. Retrieved from the EXIOBASE v3.8.2 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,Money,kg/eur,unknown,[],public,"['ar4', 'ar5']",1.3988,ar5,source,1.3988,,,,
